frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
0,127.8,,,,,,,,,,,,,,,,,,,62,55,483,,,,,,
1,127.8,,,,,,,,,,,,,,,,,,,60,1065,989,,,,,,
2,243.9,,,,,,,,,,,,,,,,,,,72,1019,816,,,,,,
3,266.0,16,982,959,60.98196139376191,59.55366698229905,,,,,17,57,969,3.5396861501470758,60.17466455250029,,,,,,,,,,,,,
4,287.2,16,983,959,61.04406115078203,59.55366698229905,,,,,17,58,969,3.6017859071672,60.17466455250029,,,,,,,,,,,,,
5,304.8,16,983,959,61.04406115078203,59.55366698229905,,,,,17,58,969,3.6017859071672,60.17466455250029,,,,,,,,,,,,,
6,317.8,16,982,958,60.98196139376191,59.49156722527893,0.0,-0.4542356049914879,0.0,28.749088923511927,17,57,969,3.5396861501470758,60.17466455250029,1.2205807810621536,-1.2205807810620926,47.12667108348082,-47.12667108347846,,,,,,,,,
7,328.5,16,983,959,61.04406115078203,59.55366698229905,-1.0740573081272955,-1.0740573081272955,-52.01246044199977,-52.01246044199977,17,58,968,3.6017859071672,60.11256479548017,0.0,-0.661024218808639,0.0,40.80396412399009,,,,,,,,,
8,339.7,16,983,959,61.04406115078203,59.55366698229905,-0.4555198641399271,0.0,-26.104290208591827,0.0,16,58,968,3.6017859071672,60.11256479548017,0.0,-1.078462473232295,0.0,40.16620012038343,,,,,,,,,
9,349.4,16,982,958,60.98196139376191,59.49156722527893,0.0,0.22459224962069113,0.0,14.214699343081733,16,58,968,3.6017859071672,60.11256479548017,1.403701560129393,-1.6282938097500137,-35.536748357706145,21.322049014622635,,,,,,,,,
10,360.9,16,982,958,60.98196139376191,59.49156722527893,-1.4603788071104602,-1.4603788071104602,28.16545433192786,28.16545433192786,17,58,968,3.6017859071672,60.11256479548017,0.0,-0.14256011253367665,0.0,-8.800006946523256,,,,,,,,,
11,393.4,16,982,959,60.98196139376191,59.55366698229905,-0.6024525538309731,-0.17942132014112125,20.631936775033317,-6.682358292034312,16,58,968,3.6017859071672,60.11256479548017,0.0,-0.17942132014112125,0.0,-6.682358292034312,,,,,,,,,
12,428.4,16,982,959,60.98196139376191,59.55366698229905,0.0,0.21213796590789913,0.0,-14.529997664924576,16,58,967,3.6017859071672,60.05046503846005,0.0,-0.4543434024110889,0.0,8.398214462312175,,,,,,,,,
13,464.6,16,982,958,60.98196139376191,59.49156722527893,0.0,0.2820535363638603,0.0,5.439798194095664,17,58,967,3.6017859071672,60.05046503846005,0.0,-0.30536336013944676,0.0,5.660117889517086,,,,,,,,,
14,505.5,16,983,958,61.04406115078203,59.49156722527893,-0.048357977901908766,-0.2653998582641001,-10.746217311535293,5.148396862543163,16,58,967,3.6017859071672,60.05046503846005,0.0,-0.2653998582641001,0.0,5.148396862543163,,,,,,,,,
15,536.6,16,982,958,60.98196139376191,59.49156722527893,0.0,-0.2808732889815043,0.0,5.417035467338563,16,58,967,3.6017859071672,60.05046503846005,0.3057788539279073,-0.30577885392792703,5.652104508833775,-5.652104508834139,,,,,,,,,
16,572.5,16,982,959,60.98196139376191,59.55366698229905,0.0,0.2826072667649385,0.0,-5.429534423918126,16,58,967,3.6017859071672,60.05046503846005,0.30361607047248673,-0.3036160704725063,5.627730685310229,-5.627730685310591,,,,,,,,,
17,608.6,16,982,958,60.98196139376191,59.49156722527893,-0.30462769977405973,0.2909255087527544,5.774932697138573,5.643559820615991,17,58,967,3.6017859071672,60.05046503846005,0.29092550875276896,-0.2909255087527877,5.643559820616274,-5.6435598206166375,,,,,,,,,
18,640.3,16,982,958,60.98196139376191,59.49156722527893,0.27776317607115864,0.0,5.3570525761072085,0.0,17,59,966,3.6638856641873243,59.98836528143992,0.3068811073130809,-0.3068811073131006,-5.630846005744603,5.630846005744966,,,,,,,,,
19,676.6,16,982,959,60.98196139376191,59.55366698229905,0.0,0.0,0.0,0.0,16,59,966,3.6638856641873243,59.98836528143992,0.30361607047248673,-0.021008803707535502,-5.627730685310229,11.057265109229338,,,,,,,,,
20,714.1,16,982,959,60.98196139376191,59.55366698229905,0.0,0.29569990711986516,0.0,-5.553049898964604,16,59,966,3.6638856641873243,59.98836528143992,0.29569990711988,-0.295699907119899,-5.553049898964882,5.55304989896524,,,,,,,,,
21,749.3,16,983,958,61.04406115078203,59.49156722527893,-0.009566236703770268,0.0,-10.62915189307838,0.0,16,59,966,3.6638856641873243,59.98836528143992,0.0,0.2920558594858433,0.0,5.358823109831988,,,,,,,,,
22,784.5,16,982,959,60.98196139376191,59.55366698229905,0.28577586235083646,-0.28577586235083646,5.2970502752703705,-5.2970502752703705,16,59,967,3.6638856641873243,60.05046503846005,0.0,0.2884305240157003,0.0,-5.321596384053512,,,,,,,,,
23,820.6,16,982,959,60.98196139376191,59.55366698229905,0.3003740638389254,0.0,5.64082748993287,0.0,16,59,966,3.6638856641873243,59.98836528143992,0.0,0.30037406383895976,0.0,5.640827489933516,,,,,,,,,
24,856.5,16,982,958,60.98196139376191,59.49156722527893,0.017250674470082657,0.0,11.129467400053247,0.0,16,59,967,3.6638856641873243,60.05046503846005,-0.3026456664615106,0.28539499199144547,-5.646374374281912,-5.483093025772246,,,,,,,,,
25,892.9,16,983,958,61.04406115078203,59.49156722527893,0.280366533572322,0.024811760757624764,-5.396853389265102,11.027449225610983,16,59,967,3.6638856641873243,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
26,925.0,16,983,959,61.04406115078203,59.55366698229905,0.30176364003040484,-0.28461053954369214,-5.6142072563796255,-5.45230918666077,16,59,967,3.6638856641873243,60.05046503846005,-0.28461053954370635,0.3017636400304394,-5.452309186661043,-5.614207256380268,,,,,,,,,
27,960.6,16,983,958,61.04406115078203,59.49156722527893,0.30375417673469235,0.0,-5.6250773469387525,0.0,16,58,967,3.6017859071672,60.05046503846005,-0.30375417673470756,0.28221247427814555,5.625077346939034,5.42194955385486,,,,,,,,,
28,996.8,16,983,959,61.04406115078203,59.55366698229905,0.0,0.3051782943299469,0.0,-5.630595836345879,16,59,967,3.6638856641873243,60.05046503846005,-0.5607330671446713,0.8410996007169969,-10.793706778530728,16.1905601677959,,,,,,,,,
29,1032.5,16,983,958,61.04406115078203,59.49156722527893,0.0,-0.289773423880157,0.0,5.356255524587003,16,58,967,3.6017859071672,60.05046503846005,-0.28977342388017147,0.8581085199539401,5.356255524587271,15.964809673561678,,,,,,,,,
30,1068.6,16,983,958,61.04406115078203,59.49156722527893,0.0,0.30375417673469185,0.0,5.625077346938744,17,58,968,3.6017859071672,60.11256479548017,-0.30375417673470706,0.8897208277475641,-5.625077346939025,5.828205140023273,,,,,,,,,
31,1105.2,16,983,959,61.04406115078203,59.55366698229905,0.0,0.0,0.0,0.0,16,57,970,3.5396861501470758,60.23676430952042,-0.559352002679618,0.839028004019417,10.819187672719899,-16.228781509079656,,,,,,,,,
32,1140.7,16,983,958,61.04406115078203,59.49156722527893,0.0,0.0,0.0,0.0,16,58,970,3.6017859071672,60.23676430952042,0.0,0.8434488955691078,0.0,-16.235782397865428,,,,,,,,,
33,1172.7,16,983,959,61.04406115078203,59.55366698229905,0.0,0.02047491627809322,0.0,-11.067522312483378,16,57,970,3.5396861501470758,60.23676430952042,-0.020474916278094273,0.6069556677197099,11.067522312483932,-11.260773056024307,,,,,,,,,
34,1208.6,16,983,959,61.04406115078203,59.55366698229905,0.0,-0.280849964938362,0.0,-5.43230106263757,16,57,970,3.5396861501470758,60.23676430952042,0.0,0.0,0.0,0.0,,,,,,,,,
35,1244.6,16,983,958,61.04406115078203,59.49156722527893,0.0,0.0,0.0,0.0,16,58,970,3.6017859071672,60.23676430952042,0.0,-0.2815424552035724,0.0,-5.419489031830082,,,,,,,,,
36,1280.5,16,983,958,61.04406115078203,59.49156722527893,0.0,-0.2908107144992523,0.0,5.292278698803495,16,58,970,3.6017859071672,60.23676430952042,0.2908107144992668,-0.559606223787143,-5.292278698803759,-10.382304708481321,,,,,,,,,
37,1316.7,16,983,958,61.04406115078203,59.49156722527893,0.0,-0.28696696228076957,0.0,5.319128123832621,16,57,970,3.5396861501470758,60.23676430952042,0.2880317738421829,-0.57606354768437,5.328987490142137,-10.65797498028435,,,,,,,,,
38,1352.7,16,983,958,61.04406115078203,59.49156722527893,0.0,0.0,0.0,0.0,16,58,969,3.6017859071672,60.17466455250029,0.0,-0.5777081507041344,0.0,-0.05998729565486878,,,,,,,,,
39,1390.4,16,983,958,61.04406115078203,59.49156722527893,-0.31347955061831423,0.0,-5.704814387958398,0.0,16,58,968,3.6017859071672,60.11256479548017,0.0,-0.23189084213410877,0.0,16.346187905078846,,,,,,,,,
40,1424.6,16,983,958,61.04406115078203,59.49156722527893,0.0,0.0,0.0,0.0,17,58,968,3.6017859071672,60.11256479548017,0.282745373027174,-0.26230906399590065,-5.426974530272052,16.47362806070084,,,,,,,,,
41,1459.6,16,983,958,61.04406115078203,59.49156722527893,0.0,0.0,0.0,0.0,16,58,968,3.6017859071672,60.11256479548017,0.0,0.010511785677600128,0.0,11.065037555369278,,,,,,,,,
42,1492.9,16,982,958,60.98196139376191,59.49156722527893,-0.029786751636421555,0.0,11.240283636385573,0.0,16,58,969,3.6017859071672,60.17466455250029,0.0,0.31056000402533246,0.0,-5.761781150748286,,,,,,,,,
43,1528.8,16,983,958,61.04406115078203,59.49156722527893,0.0,0.0,0.0,0.0,16,58,969,3.6017859071672,60.17466455250029,0.0,0.30290533918359736,0.0,-5.624983086046374,,,,,,,,,
44,1564.6,16,983,958,61.04406115078203,59.49156722527893,0.0,0.28344959516226403,0.0,5.399039907852649,16,58,969,3.6017859071672,60.17466455250029,0.0,0.5833276974727407,0.0,-0.15425828308088654,,,,,,,,,
45,1600.7,16,983,958,61.04406115078203,59.49156722527893,0.2825874237932994,0.0,-5.444844389080916,0.0,16,58,969,3.6017859071672,60.17466455250029,0.3047864425356947,0.3047864425357143,5.654664982109366,5.654664982109729,,,,,,,,,
46,1636.5,16,983,958,61.04406115078203,59.49156722527893,0.0,0.0,0.0,0.0,16,58,969,3.6017859071672,60.17466455250029,0.2965078541444762,0.0,5.506181135459166,0.0,,,,,,,,,
