frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
0,125.7,,,,,,,,,,,,,,,,,,,69,894,458,,,,,,
1,125.7,,,,,,,,,,,,,,,,,,,48,1071,980,,,,,,
2,228.9,,,,,,,,,,,,,,,,,,,55,1022,864,,,,,,
3,252.9,16,984,974,61.106160907802156,60.48516333760091,,,,,16,60,968,3.7259854212074486,60.11256479548017,,,,,,,,,,,,,
4,265.8,16,984,974,61.106160907802156,60.48516333760091,,,,,16,60,967,3.7259854212074486,60.05046503846005,,,,,,,,,,,,,
5,280.2,16,984,974,61.106160907802156,60.48516333760091,,,,,16,60,967,3.7259854212074486,60.05046503846005,,,,,,,,,,,,,
6,295.2,16,984,974,61.106160907802156,60.48516333760091,0.0,0.0,0.0,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,-0.6800113796889584,0.0,37.2608975172032,,,,,,,,,
7,304.5,16,985,974,61.16826066482228,60.48516333760091,0.5485265675721303,0.0,-54.57975796737609,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
8,314.1,16,984,974,61.106160907802156,60.48516333760091,0.20662900516303237,0.0,12.190501779529923,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
9,331.7,16,984,974,61.106160907802156,60.48516333760091,0.0,0.0,0.0,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
10,363.3,16,984,974,61.106160907802156,60.48516333760091,-0.6869164318879828,0.0,12.557887237440275,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
11,399.5,16,985,974,61.16826066482228,60.48516333760091,0.15952397027033863,0.0,-13.293664189194882,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
12,435.4,16,984,974,61.106160907802156,60.48516333760091,0.0,0.0,0.0,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
13,472.7,16,984,974,61.106160907802156,60.48516333760091,0.0,0.0,0.0,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
14,508.9,16,984,974,61.106160907802156,60.48516333760091,0.016553925952245238,0.0,10.679952227255333,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
15,543.6,16,984,974,61.106160907802156,60.48516333760091,0.2810951185898174,0.0,5.195843227168526,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
16,579.1,16,984,974,61.106160907802156,60.48516333760091,0.3010963168454311,0.0,5.659705203861484,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
17,615.2,16,985,974,61.16826066482228,60.48516333760091,0.2894626938070358,0.0,-5.54526233346812,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
18,653.3,16,985,974,61.16826066482228,60.48516333760091,0.27371538221714287,0.0,-5.330387190207259,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.3122997039036219,0.0,5.693704720211888,0.0,,,,,,,,,
19,683.3,16,985,974,61.16826066482228,60.48516333760091,0.3035952205837462,0.0,-5.61174160043893,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.2815631703816648,0.0,5.404283500607772,0.0,,,,,,,,,
20,719.6,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.283417236552703,0.0,5.429448976105424,0.0,,,,,,,,,
21,756.0,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,61,967,3.7880851782275724,60.05046503846005,0.026461413166168818,0.0,-11.260175815391111,0.0,,,,,,,,,
22,791.5,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,61,967,3.7880851782275724,60.05046503846005,0.2863028696907899,0.0,-5.31667353186239,0.0,,,,,,,,,
23,827.4,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,61,967,3.7880851782275724,60.05046503846005,0.28314115419438984,0.0,-5.434571097780993,0.0,,,,,,,,,
24,863.4,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,60,967,3.7259854212074486,60.05046503846005,-0.2881597851491809,0.0,5.401308062777521,0.0,,,,,,,,,
25,899.2,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,61,967,3.7880851782275724,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
26,931.6,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,61,967,3.7880851782275724,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
27,970.1,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.28378034682332687,0.0,5.319219246922713,0.0,,,,,,,,,
28,1003.6,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,61,967,3.7880851782275724,60.05046503846005,-0.28262601280345157,0.0,-5.414291433016316,0.0,,,,,,,,,
29,1042.6,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,61,967,3.7880851782275724,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
30,1078.6,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,61,967,3.7880851782275724,60.05046503846005,0.28093664878153596,0.0,-5.371637644006417,0.0,,,,,,,,,
31,1111.6,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,60,967,3.7259854212074486,60.05046503846005,-0.2870990157397683,0.0,5.331458045306745,0.0,,,,,,,,,
32,1147.1,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,61,967,3.7880851782275724,60.05046503846005,-0.29884167210537327,0.0,-5.719457839337288,0.0,,,,,,,,,
33,1183.2,16,985,974,61.16826066482228,60.48516333760091,-0.2981253024817795,0.0,-5.700292590473788,0.0,16,61,967,3.7880851782275724,60.05046503846005,-0.29812530248179225,0.0,-5.7002925904740325,0.0,,,,,,,,,
34,1219.3,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
35,1251.2,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,60,967,3.7259854212074486,60.05046503846005,-0.303754176734705,0.0,5.6250773469389825,0.0,,,,,,,,,
36,1287.5,16,984,974,61.106160907802156,60.48516333760091,-0.019864912139666752,0.0,11.0360622998144,0.0,16,60,967,3.7259854212074486,60.05046503846005,-0.019864912139667568,0.0,11.036062299814875,0.0,,,,,,,,,
37,1323.8,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
38,1359.2,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
39,1395.4,16,985,974,61.16826066482228,60.48516333760091,0.28776532446766007,0.0,-5.333926310800008,0.0,16,61,967,3.7880851782275724,60.05046503846005,-1.251451264191336e-15,0.0,-10.667852621600487,0.0,,,,,,,,,
40,1431.4,16,985,974,61.16826066482228,60.48516333760091,0.0,0.0,0.0,0.0,16,60,967,3.7259854212074486,60.05046503846005,0.0,0.0,0.0,0.0,,,,,,,,,
