frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
0,124.9,,,,,,,,,,,,,,,,,,,61,1041,1008,,,,,,
1,124.9,,,,,,,,,,,,,,,,,,,58,1013,872,,,,,,
2,262.7,,,,,,,,,,,,,,,,,,,58,1016,872,,,,,,
3,262.7,16,939,959,58.31167184189657,59.55366698229905,,,,,16,38,961,2.3597907667647173,59.6778664963393,,,,,,,,,,,,,
4,276.5,16,940,960,58.37377159891669,59.61576673931918,,,,,16,38,961,2.3597907667647173,59.6778664963393,,,,,,,,,,,,,
5,285.8,16,941,961,58.43587135593682,59.6778664963393,,,,,16,38,961,2.3597907667647173,59.6778664963393,,,,,,,,,,,,,
6,294.7,16,941,961,58.43587135593682,59.6778664963393,2.8444514264759846,2.1728508517185996,-64.79896170511311,-106.77399762744966,16,38,961,2.3597907667647173,59.6778664963393,0.0,0.0,0.0,0.0,,,,,,,,,
7,309.6,16,942,961,58.49797111295694,59.6778664963393,2.432383867665114,1.2161919338324874,-79.75029074311848,-39.87514537155697,16,38,961,2.3597907667647173,59.6778664963393,0.0,0.0,0.0,0.0,,,,,,,,,
8,320.9,16,942,961,58.49797111295694,59.6778664963393,1.2564265137781228,0.0,-29.21922125065402,0.0,16,38,961,2.3597907667647173,59.6778664963393,0.0,0.0,0.0,0.0,,,,,,,,,
9,335.4,16,942,961,58.49797111295694,59.6778664963393,1.1095743451863087,0.0,-20.45298332140661,0.0,16,38,961,2.3597907667647173,59.6778664963393,0.0,0.0,0.0,0.0,,,,,,,,,
10,370.6,16,942,961,58.49797111295694,59.6778664963393,0.0,0.0,0.0,0.0,16,38,961,2.3597907667647173,59.6778664963393,0.0,0.0,0.0,0.0,,,,,,,,,
11,406.9,16,942,961,58.49797111295694,59.6778664963393,0.0,0.0,0.0,0.0,16,38,961,2.3597907667647173,59.6778664963393,0.0,0.2545289130044174,0.0,5.919277046614359,,,,,,,,,
12,443.9,16,942,961,58.49797111295694,59.6778664963393,0.0,0.0,0.0,0.0,16,38,961,2.3597907667647173,59.6778664963393,0.0,0.0,0.0,0.0,,,,,,,,,
13,478.9,16,942,961,58.49797111295694,59.6778664963393,0.3041677152599864,0.0,5.617132322437425,0.0,16,38,961,2.3597907667647173,59.6778664963393,0.0,0.3041677152599864,0.0,5.617132322437425,,,,,,,,,
14,515.0,16,942,961,58.49797111295694,59.6778664963393,0.30564048678021305,0.30564048678021305,5.654773113417446,5.654773113417446,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.2812658514432289,0.0,-5.424606585211741,,,,,,,,,
15,550.9,16,942,961,58.49797111295694,59.6778664963393,0.30280140362527186,0.0,5.659839320098539,0.0,16,38,961,2.3597907667647173,59.6778664963393,0.0,0.30280140362527186,0.0,5.659839320098539,,,,,,,,,
16,583.0,16,943,961,58.56007086997706,59.6778664963393,0.306759905185453,0.27373911878689194,-5.567330402639797,5.2591569411506605,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.03302078639856102,0.0,-10.826487343790458,,,,,,,,,
17,618.7,16,943,962,58.56007086997706,59.73996625335942,0.3081112731785054,0.3081112731785054,-5.607120531001009,-5.607120531001009,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
18,654.9,16,943,961,58.56007086997706,59.6778664963393,0.30418966610001297,0.2820743680159242,-5.633141964815055,5.424507077229312,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.30418966610001297,0.0,-5.633141964815055,,,,,,,,,
19,693.2,16,943,962,58.56007086997706,59.73996625335942,0.5905688071607854,0.2773446707598641,10.71812717170209,-5.193720426214686,16,38,961,2.3597907667647173,59.6778664963393,0.0,0.017939732820511735,0.0,10.552784012065423,,,,,,,,,
20,728.6,16,943,962,58.56007086997706,59.73996625335942,0.9138349768592225,0.0,16.630299851851184,0.0,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
21,762.9,16,943,962,58.56007086997706,59.73996625335942,1.15802492991718,0.5763380568181886,21.44490610957741,0.02482049318299356,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
22,800.0,16,945,962,58.68427038401731,59.73996625335942,1.4906231814149886,0.6129429375633878,6.136823657028308,11.478332164108393,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.28560438753492823,0.0,-5.540337294566987,,,,,,,,,
23,833.1,16,946,962,58.74637014103744,59.73996625335942,1.4802201745250094,0.583325882334179,-5.7903917625538295,11.164131719314431,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
24,870.4,16,947,963,58.80846989805756,59.80206601037955,1.4402057982052732,0.5863741795741295,-16.195029490264062,0.16189806971823148,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
25,903.1,16,948,964,58.87056965507769,59.86416576739967,0.6436342376918196,0.33548098390854897,-22.567259034781344,-16.860717298052894,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
26,938.9,16,948,964,58.87056965507769,59.86416576739967,0.02603863475680384,0.02603863475680384,-21.69886229733665,-21.69886229733665,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
27,974.8,16,948,964,58.87056965507769,59.86416576739967,-0.5991119766200078,-0.3004130852247372,-22.872360832059336,-17.150159847474303,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
28,1011.1,16,947,963,58.80846989805756,59.80206601037955,-0.8926632442129926,-0.5871612553004514,-5.882694333826288,-0.2252500947063761,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
29,1047.1,16,946,962,58.74637014103744,59.73996625335942,-1.1733042858188598,-0.561746577963042,-0.47013808298986176,10.834070934677758,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
30,1078.9,16,945,962,58.68427038401731,59.73996625335942,-1.1934750044822908,-0.6075083534694188,11.453282486962662,11.250154693878125,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
31,1114.8,16,945,962,58.68427038401731,59.73996625335942,-0.8925468250036908,-0.3056404867802487,5.884939641623816,5.6547731134181,16,38,962,2.3597907667647173,59.73996625335942,0.0,-0.28126585144322835,0.0,-5.424606585211737,,,,,,,,,
32,1150.8,16,944,962,58.62217062699719,59.73996625335942,-0.8873475702865067,0.26227849227010613,5.985214563845268,5.058408722663569,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
33,1186.9,16,944,962,58.62217062699719,59.73996625335942,-0.5752643229741751,0.28789861086161145,-0.004936533108669017,5.331455756696509,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
34,1222.9,16,944,962,58.62217062699719,59.73996625335942,-0.5618233585105957,0.26797097355475297,0.2339034017266839,4.957834848376553,16,38,961,2.3597907667647173,59.6778664963393,0.0,-0.025881411401120356,0.0,10.149573098479223,,,,,,,,,
35,1264.0,16,943,963,58.56007086997706,59.80206601037955,-0.26095238789908826,0.26095238789908826,5.081838128511942,-5.081838128511942,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
36,1294.8,16,943,963,58.56007086997706,59.80206601037955,-0.2826072667649715,0.2826072667649715,5.429534423918754,-5.429534423918754,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
37,1336.1,16,943,963,58.56007086997706,59.80206601037955,-0.2563502752899089,0.2563502752899089,5.163147538568146,-5.163147538568146,16,38,962,2.3597907667647173,59.73996625335942,0.3331410458943448,0.2563502752898795,5.885884203080306,-5.1631475385675545,,,,,,,,,
38,1366.7,16,943,963,58.56007086997706,59.80206601037955,0.0,0.0,0.0,0.0,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
39,1398.9,16,943,963,58.56007086997706,59.80206601037955,0.0,0.0,0.0,0.0,16,38,962,2.3597907667647173,59.73996625335942,0.0,0.0,0.0,0.0,,,,,,,,,
40,1435.4,16,943,963,58.56007086997706,59.80206601037955,0.0,0.0,0.0,0.0,16,39,962,2.4218905237848416,59.73996625335942,-0.22138902148747278,0.27388823079425306,-17.054667030508632,5.516379270780516,,,,,,,,,
41,1471.1,16,943,963,58.56007086997706,59.80206601037955,0.0,0.0,0.0,0.0,16,38,962,2.3597907667647173,59.73996625335942,-0.26497607336283535,0.26497607336285245,-5.076169987793787,5.076169987794114,,,,,,,,,
42,1506.8,16,943,963,58.56007086997706,59.80206601037955,0.0,0.0,0.0,0.0,16,38,962,2.3597907667647173,59.73996625335942,-0.2709656720423111,0.2709656720423286,-5.0225333094033635,5.022533309403687,,,,,,,,,
43,1543.8,16,943,963,58.56007086997706,59.80206601037955,0.0,0.0,0.0,0.0,16,37,963,2.297691009744593,59.80206601037955,-0.5587977493980879,0.27939887469906194,10.829413748024955,-5.414706874012826,,,,,,,,,
44,1583.8,16,943,963,58.56007086997706,59.80206601037955,0.0,0.0,0.0,0.0,16,37,963,2.297691009744593,59.80206601037955,-0.2591960857270633,0.25919608572708003,5.17874297156969,-5.178742971570023,,,,,,,,,
45,1619.1,16,943,963,58.56007086997706,59.80206601037955,0.0,0.0,0.0,0.0,16,37,963,2.297691009744593,59.80206601037955,-0.2600575351949123,0.260057535194929,5.216801107219904,-5.21680110722024,,,,,,,,,
46,1647.0,16,943,963,58.56007086997706,59.80206601037955,0.0,0.0,0.0,0.0,16,37,963,2.297691009744593,59.80206601037955,0.0,0.0,0.0,0.0,,,,,,,,,
47,1683.9,16,943,963,58.56007086997706,59.80206601037955,0.0,0.0,0.0,0.0,16,37,963,2.297691009744593,59.80206601037955,0.0,0.0,0.0,0.0,,,,,,,,,
48,1718.8,16,943,963,58.56007086997706,59.80206601037955,0.27600999371006923,0.2760099937100377,5.536810305116734,5.5368103051160995,16,37,963,2.297691009744593,59.80206601037955,0.0,0.0,0.0,0.0,,,,,,,,,
49,1755.2,16,943,963,58.56007086997706,59.80206601037955,0.0,0.0,0.0,0.0,16,37,963,2.297691009744593,59.80206601037955,0.0,0.0,0.0,0.0,,,,,,,,,
50,1791.0,16,943,963,58.56007086997706,59.80206601037955,0.0,0.0,0.0,0.0,16,37,963,2.297691009744593,59.80206601037955,0.0,0.0,0.0,0.0,,,,,,,,,
51,1826.8,16,944,964,58.62217062699719,59.86416576739967,0.2874988750931864,0.0,-5.324053242466416,-10.648106484931613,16,37,963,2.297691009744593,59.80206601037955,0.0,0.0,0.0,0.0,,,,,,,,,
52,1863.0,16,943,963,58.56007086997706,59.80206601037955,0.0,0.0,0.0,0.0,16,37,963,2.297691009744593,59.80206601037955,0.0,0.0,0.0,0.0,,,,,,,,,
